Custom Field 2, Custom Field 1||Date|Transaction amount
team_Guard, Completed quest!|2026-05-29T00:00:00.000Z|1345650
team_Guard, Completed quest!|2026-05-30T00:00:00.000Z|1509700
team_Guard, Completed quest!|2026-05-31T00:00:00.000Z|1584350
team_Guard, Completed quest!|2026-06-01T00:00:00.000Z|697600
team_Guard, Completed quest!|2026-06-02T00:00:00.000Z|366050
team_Guard, Completed quest!|2026-06-03T00:00:00.000Z|589850
team_Guard, Completed quest!|2026-06-04T00:00:00.000Z|283550
team_Guard, Daily Reward|2026-05-20T00:00:00.000Z|100000
team_Guard, Daily Reward|2026-05-21T00:00:00.000Z|1090000
team_Guard, Daily Reward|2026-05-22T00:00:00.000Z|495000
team_Guard, Daily Reward|2026-05-23T00:00:00.000Z|165000
team_Guard, Daily Reward|2026-05-24T00:00:00.000Z|145000
team_Guard, Daily Reward|2026-05-25T00:00:00.000Z|185000
team_Guard, Daily Reward|2026-05-26T00:00:00.000Z|1190000
team_Guard, Daily Reward|2026-05-27T00:00:00.000Z|1170000
team_Guard, Daily Reward|2026-05-28T00:00:00.000Z|1205000
team_Guard, Daily Reward|2026-05-29T00:00:00.000Z|1275000
team_Guard, Daily Reward|2026-05-30T00:00:00.000Z|1545000
team_Guard, Daily Reward|2026-05-31T00:00:00.000Z|1230000
team_Guard, Daily Reward|2026-06-01T00:00:00.000Z|585000
team_Guard, Daily Reward|2026-06-02T00:00:00.000Z|305000
team_Guard, Daily Reward|2026-06-03T00:00:00.000Z|465000
team_Guard, Daily Reward|2026-06-04T00:00:00.000Z|85000
team_Guard, Escape Reward|2026-05-20T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-21T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-22T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-23T00:00:00.000Z|10000
team_Guard, Escape Reward|2026-05-24T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-25T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-26T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-27T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-28T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-29T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-30T00:00:00.000Z|0
team_Guard, Escape Reward|2026-05-31T00:00:00.000Z|0
team_Guard, Escape Reward|2026-06-01T00:00:00.000Z|0
team_Guard, Escape Reward|2026-06-02T00:00:00.000Z|0
team_Guard, Escape Reward|2026-06-03T00:00:00.000Z|0
team_Guard, Escape Reward|2026-06-04T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-20T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-21T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-22T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-23T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-24T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-25T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-26T00:00:00.000Z|1000000
team_Guard, Given by admin Sjn4n|2026-05-27T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-28T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-29T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-30T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-05-31T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-06-01T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-06-02T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-06-03T00:00:00.000Z|0
team_Guard, Given by admin Sjn4n|2026-06-04T00:00:00.000Z|0
team_Guard, Guard Salary|2026-05-20T00:00:00.000Z|53900
team_Guard, Guard Salary|2026-05-21T00:00:00.000Z|628950
team_Guard, Guard Salary|2026-05-22T00:00:00.000Z|387450
team_Guard, Guard Salary|2026-05-23T00:00:00.000Z|388150
team_Guard, Guard Salary|2026-05-24T00:00:00.000Z|429450
team_Guard, Guard Salary|2026-05-25T00:00:00.000Z|185850
team_Guard, Guard Salary|2026-05-26T00:00:00.000Z|968450
team_Guard, Guard Salary|2026-05-27T00:00:00.000Z|1157450
team_Guard, Guard Salary|2026-05-28T00:00:00.000Z|1065400
team_Guard, Guard Salary|2026-05-29T00:00:00.000Z|812350
team_Guard, Guard Salary|2026-05-30T00:00:00.000Z|898450
team_Guard, Guard Salary|2026-05-31T00:00:00.000Z|1176350
team_Guard, Guard Salary|2026-06-01T00:00:00.000Z|388150
team_Guard, Guard Salary|2026-06-02T00:00:00.000Z|304500
team_Guard, Guard Salary|2026-06-03T00:00:00.000Z|449400
team_Guard, Guard Salary|2026-06-04T00:00:00.000Z|322700
team_Guard, Inmate Arrest Reward|2026-05-20T00:00:00.000Z|507500
team_Guard, Inmate Arrest Reward|2026-05-21T00:00:00.000Z|6286000
team_Guard, Inmate Arrest Reward|2026-05-22T00:00:00.000Z|2828875
team_Guard, Inmate Arrest Reward|2026-05-23T00:00:00.000Z|1398250
team_Guard, Inmate Arrest Reward|2026-05-24T00:00:00.000Z|948500
team_Guard, Inmate Arrest Reward|2026-05-25T00:00:00.000Z|728875
team_Guard, Inmate Arrest Reward|2026-05-26T00:00:00.000Z|7694750
team_Guard, Inmate Arrest Reward|2026-05-27T00:00:00.000Z|10691625
team_Guard, Inmate Arrest Reward|2026-05-28T00:00:00.000Z|9667000
team_Guard, Inmate Arrest Reward|2026-05-29T00:00:00.000Z|9219875
team_Guard, Inmate Arrest Reward|2026-05-30T00:00:00.000Z|10445750
team_Guard, Inmate Arrest Reward|2026-05-31T00:00:00.000Z|11068750
team_Guard, Inmate Arrest Reward|2026-06-01T00:00:00.000Z|5066250
team_Guard, Inmate Arrest Reward|2026-06-02T00:00:00.000Z|3143000
team_Guard, Inmate Arrest Reward|2026-06-03T00:00:00.000Z|4186875
team_Guard, Inmate Arrest Reward|2026-06-04T00:00:00.000Z|2457000
team_Guard, Player eliminated|2026-05-20T00:00:00.000Z|156000
team_Guard, Player eliminated|2026-05-21T00:00:00.000Z|1287750
team_Guard, Player eliminated|2026-05-22T00:00:00.000Z|592500
team_Guard, Player eliminated|2026-05-23T00:00:00.000Z|69750
team_Guard, Player eliminated|2026-05-24T00:00:00.000Z|38750
team_Guard, Player eliminated|2026-05-25T00:00:00.000Z|22250
team_Guard, Player eliminated|2026-05-26T00:00:00.000Z|1556500
team_Guard, Player eliminated|2026-05-27T00:00:00.000Z|1776750
team_Guard, Player eliminated|2026-05-28T00:00:00.000Z|1491250
team_Guard, Player eliminated|2026-05-29T00:00:00.000Z|1555500
team_Guard, Player eliminated|2026-05-30T00:00:00.000Z|1954250
team_Guard, Player eliminated|2026-05-31T00:00:00.000Z|2038000
team_Guard, Player eliminated|2026-06-01T00:00:00.000Z|727500
team_Guard, Player eliminated|2026-06-02T00:00:00.000Z|278750
team_Guard, Player eliminated|2026-06-03T00:00:00.000Z|547750
team_Guard, Player eliminated|2026-06-04T00:00:00.000Z|254500
team_Guard, Product Purchase|2026-05-20T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-21T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-22T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-23T00:00:00.000Z|2925000
team_Guard, Product Purchase|2026-05-24T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-25T00:00:00.000Z|319000000
team_Guard, Product Purchase|2026-05-26T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-27T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-28T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-29T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-30T00:00:00.000Z|0
team_Guard, Product Purchase|2026-05-31T00:00:00.000Z|0
team_Guard, Product Purchase|2026-06-01T00:00:00.000Z|0
team_Guard, Product Purchase|2026-06-02T00:00:00.000Z|0
team_Guard, Product Purchase|2026-06-03T00:00:00.000Z|0
team_Guard, Product Purchase|2026-06-04T00:00:00.000Z|0
team_Guard, N/A|2026-05-20T00:00:00.000Z|0
team_Guard, N/A|2026-05-21T00:00:00.000Z|0
team_Guard, N/A|2026-05-22T00:00:00.000Z|0
team_Guard, N/A|2026-05-23T00:00:00.000Z|0
team_Guard, N/A|2026-05-24T00:00:00.000Z|0
team_Guard, N/A|2026-05-25T00:00:00.000Z|0
team_Guard, N/A|2026-05-26T00:00:00.000Z|0
team_Guard, N/A|2026-05-27T00:00:00.000Z|0
team_Guard, N/A|2026-05-28T00:00:00.000Z|0
team_Guard, N/A|2026-05-29T00:00:00.000Z|0
team_Guard, N/A|2026-05-30T00:00:00.000Z|0
team_Guard, N/A|2026-05-31T00:00:00.000Z|0
team_Guard, N/A|2026-06-01T00:00:00.000Z|0
team_Guard, N/A|2026-06-02T00:00:00.000Z|0
team_Guard, N/A|2026-06-03T00:00:00.000Z|0
team_Guard, N/A|2026-06-04T00:00:00.000Z|0
team_Inmate, Box Placed!|2026-05-20T00:00:00.000Z|242216
team_Inmate, Box Placed!|2026-05-21T00:00:00.000Z|3171264
team_Inmate, Box Placed!|2026-05-22T00:00:00.000Z|1331244
team_Inmate, Box Placed!|2026-05-23T00:00:00.000Z|730927
team_Inmate, Box Placed!|2026-05-24T00:00:00.000Z|530278
team_Inmate, Box Placed!|2026-05-25T00:00:00.000Z|271308
team_Inmate, Box Placed!|2026-05-26T00:00:00.000Z|2529651
team_Inmate, Box Placed!|2026-05-27T00:00:00.000Z|3110726
team_Inmate, Box Placed!|2026-05-28T00:00:00.000Z|2972916
team_Inmate, Box Placed!|2026-05-29T00:00:00.000Z|3519759
team_Inmate, Box Placed!|2026-05-30T00:00:00.000Z|3982196
team_Inmate, Box Placed!|2026-05-31T00:00:00.000Z|4231155
team_Inmate, Box Placed!|2026-06-01T00:00:00.000Z|1735773
team_Inmate, Box Placed!|2026-06-02T00:00:00.000Z|876542
team_Inmate, Box Placed!|2026-06-03T00:00:00.000Z|1972129
team_Inmate, Box Placed!|2026-06-04T00:00:00.000Z|998210
team_Inmate, Case Refund|2026-05-20T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-21T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-22T00:00:00.000Z|40000
team_Inmate, Case Refund|2026-05-23T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-24T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-25T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-26T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-27T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-28T00:00:00.000Z|25000
team_Inmate, Case Refund|2026-05-29T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-30T00:00:00.000Z|0
team_Inmate, Case Refund|2026-05-31T00:00:00.000Z|0
team_Inmate, Case Refund|2026-06-01T00:00:00.000Z|0
team_Inmate, Case Refund|2026-06-02T00:00:00.000Z|0
team_Inmate, Case Refund|2026-06-03T00:00:00.000Z|0
team_Inmate, Case Refund|2026-06-04T00:00:00.000Z|0
team_Inmate, Collected Trash|2026-05-20T00:00:00.000Z|1828189
team_Inmate, Collected Trash|2026-05-21T00:00:00.000Z|20222995
team_Inmate, Collected Trash|2026-05-22T00:00:00.000Z|9548888
team_Inmate, Collected Trash|2026-05-23T00:00:00.000Z|2804680
team_Inmate, Collected Trash|2026-05-24T00:00:00.000Z|1605200
team_Inmate, Collected Trash|2026-05-25T00:00:00.000Z|1121853
team_Inmate, Collected Trash|2026-05-26T00:00:00.000Z|22463352
team_Inmate, Collected Trash|2026-05-27T00:00:00.000Z|26528954
team_Inmate, Collected Trash|2026-05-28T00:00:00.000Z|25979502
team_Inmate, Collected Trash|2026-05-29T00:00:00.000Z|26618956
team_Inmate, Collected Trash|2026-05-30T00:00:00.000Z|30384855
team_Inmate, Collected Trash|2026-05-31T00:00:00.000Z|33204851
team_Inmate, Collected Trash|2026-06-01T00:00:00.000Z|13942149
team_Inmate, Collected Trash|2026-06-02T00:00:00.000Z|7519084
team_Inmate, Collected Trash|2026-06-03T00:00:00.000Z|12440851
team_Inmate, Collected Trash|2026-06-04T00:00:00.000Z|6991199
team_Inmate, Completed quest!|2026-05-20T00:00:00.000Z|363200
team_Inmate, Completed quest!|2026-05-21T00:00:00.000Z|3373800
team_Inmate, Completed quest!|2026-05-22T00:00:00.000Z|1402850
team_Inmate, Completed quest!|2026-05-23T00:00:00.000Z|380700
team_Inmate, Completed quest!|2026-05-24T00:00:00.000Z|289550
team_Inmate, Completed quest!|2026-05-25T00:00:00.000Z|200850
team_Inmate, Completed quest!|2026-05-26T00:00:00.000Z|2877000
team_Inmate, Completed quest!|2026-05-27T00:00:00.000Z|3293600
team_Inmate, Completed quest!|2026-05-28T00:00:00.000Z|3209900
team_Inmate, Completed quest!|2026-05-29T00:00:00.000Z|3304600
team_Inmate, Completed quest!|2026-05-30T00:00:00.000Z|4090150
team_Inmate, Completed quest!|2026-05-31T00:00:00.000Z|4556150
team_Inmate, Completed quest!|2026-06-01T00:00:00.000Z|2068600
team_Inmate, Completed quest!|2026-06-02T00:00:00.000Z|1103000
team_Inmate, Completed quest!|2026-06-03T00:00:00.000Z|1879100
team_Inmate, Completed quest!|2026-06-04T00:00:00.000Z|875950
team_Inmate, Daily Reward|2026-05-20T00:00:00.000Z|490000
team_Inmate, Daily Reward|2026-05-21T00:00:00.000Z|5355000
team_Inmate, Daily Reward|2026-05-22T00:00:00.000Z|1850000
team_Inmate, Daily Reward|2026-05-23T00:00:00.000Z|400000
team_Inmate, Daily Reward|2026-05-24T00:00:00.000Z|475000
team_Inmate, Daily Reward|2026-05-25T00:00:00.000Z|350000
team_Inmate, Daily Reward|2026-05-26T00:00:00.000Z|4955000
team_Inmate, Daily Reward|2026-05-27T00:00:00.000Z|5515000
team_Inmate, Daily Reward|2026-05-28T00:00:00.000Z|5240000
team_Inmate, Daily Reward|2026-05-29T00:00:00.000Z|5210000
team_Inmate, Daily Reward|2026-05-30T00:00:00.000Z|6245000
team_Inmate, Daily Reward|2026-05-31T00:00:00.000Z|6940000
team_Inmate, Daily Reward|2026-06-01T00:00:00.000Z|2500000
team_Inmate, Daily Reward|2026-06-02T00:00:00.000Z|1340000
team_Inmate, Daily Reward|2026-06-03T00:00:00.000Z|2570000
team_Inmate, Daily Reward|2026-06-04T00:00:00.000Z|675000
team_Inmate, Escape Reward|2026-05-20T00:00:00.000Z|5180000
team_Inmate, Escape Reward|2026-05-21T00:00:00.000Z|46110000
team_Inmate, Escape Reward|2026-05-22T00:00:00.000Z|22800000
team_Inmate, Escape Reward|2026-05-23T00:00:00.000Z|7650000
team_Inmate, Escape Reward|2026-05-24T00:00:00.000Z|4790000
team_Inmate, Escape Reward|2026-05-25T00:00:00.000Z|4840000
team_Inmate, Escape Reward|2026-05-26T00:00:00.000Z|41100000
team_Inmate, Escape Reward|2026-05-27T00:00:00.000Z|55860000
team_Inmate, Escape Reward|2026-05-28T00:00:00.000Z|51850000
team_Inmate, Escape Reward|2026-05-29T00:00:00.000Z|49740000
team_Inmate, Escape Reward|2026-05-30T00:00:00.000Z|61480000
team_Inmate, Escape Reward|2026-05-31T00:00:00.000Z|76610000
team_Inmate, Escape Reward|2026-06-01T00:00:00.000Z|43670000
team_Inmate, Escape Reward|2026-06-02T00:00:00.000Z|20780000
team_Inmate, Escape Reward|2026-06-03T00:00:00.000Z|35310000
team_Inmate, Escape Reward|2026-06-04T00:00:00.000Z|23880000
team_Inmate, Given by admin phasenull_dev|2026-05-20T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-21T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-22T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-23T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-24T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-25T00:00:00.000Z|500000
team_Inmate, Given by admin phasenull_dev|2026-05-26T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-27T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-28T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-29T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-30T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-05-31T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-06-01T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-06-02T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-06-03T00:00:00.000Z|0
team_Inmate, Given by admin phasenull_dev|2026-06-04T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-20T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-21T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-22T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-23T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-24T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-25T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-26T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-27T00:00:00.000Z|1000000
team_Inmate, Given by admin Sjn4n|2026-05-28T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-29T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-30T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-05-31T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-06-01T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-06-02T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-06-03T00:00:00.000Z|0
team_Inmate, Given by admin Sjn4n|2026-06-04T00:00:00.000Z|0
team_Inmate, Player eliminated|2026-05-20T00:00:00.000Z|290500
team_Inmate, Player eliminated|2026-05-21T00:00:00.000Z|2826000
team_Inmate, Player eliminated|2026-05-22T00:00:00.000Z|1373500
team_Inmate, Player eliminated|2026-05-23T00:00:00.000Z|233750
team_Inmate, Player eliminated|2026-05-24T00:00:00.000Z|185000
team_Inmate, Player eliminated|2026-05-25T00:00:00.000Z|73250
team_Inmate, Player eliminated|2026-05-26T00:00:00.000Z|2208750
team_Inmate, Player eliminated|2026-05-27T00:00:00.000Z|2700250
team_Inmate, Player eliminated|2026-05-28T00:00:00.000Z|3355750
team_Inmate, Player eliminated|2026-05-29T00:00:00.000Z|3140000
team_Inmate, Player eliminated|2026-05-30T00:00:00.000Z|3687750
team_Inmate, Player eliminated|2026-05-31T00:00:00.000Z|4002250
team_Inmate, Player eliminated|2026-06-01T00:00:00.000Z|1666500
team_Inmate, Player eliminated|2026-06-02T00:00:00.000Z|796250
team_Inmate, Player eliminated|2026-06-03T00:00:00.000Z|1325000
team_Inmate, Player eliminated|2026-06-04T00:00:00.000Z|739000
team_Inmate, Product Purchase|2026-05-20T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-05-21T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-05-22T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-05-23T00:00:00.000Z|1750000
team_Inmate, Product Purchase|2026-05-24T00:00:00.000Z|109750000
team_Inmate, Product Purchase|2026-05-25T00:00:00.000Z|167375000
team_Inmate, Product Purchase|2026-05-26T00:00:00.000Z|25000
team_Inmate, Product Purchase|2026-05-27T00:00:00.000Z|25000
team_Inmate, Product Purchase|2026-05-28T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-05-29T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-05-30T00:00:00.000Z|150000
team_Inmate, Product Purchase|2026-05-31T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-06-01T00:00:00.000Z|25000
team_Inmate, Product Purchase|2026-06-02T00:00:00.000Z|25000
team_Inmate, Product Purchase|2026-06-03T00:00:00.000Z|0
team_Inmate, Product Purchase|2026-06-04T00:00:00.000Z|0
team_Inmate, N/A|2026-05-20T00:00:00.000Z|0
team_Inmate, N/A|2026-05-21T00:00:00.000Z|0
team_Inmate, N/A|2026-05-22T00:00:00.000Z|0
team_Inmate, N/A|2026-05-23T00:00:00.000Z|0
team_Inmate, N/A|2026-05-24T00:00:00.000Z|0
team_Inmate, N/A|2026-05-25T00:00:00.000Z|0
team_Inmate, N/A|2026-05-26T00:00:00.000Z|0
